EmployeeID,Age,YearsAtCompany,Salary,OvertimeHours,JobSatisfaction,PerformanceScore,PromotionCount,CommuteTime,TrainingHours,PeerRating,ManagerRating,ProjectsCompleted,RemoteDaysPerWeek,WorkLifeBalance,Absences,Attrition
c792713c-9917-432e-a927-c6b93c3f7eff,58,14,66294,40,2.33,3.88,0,65,67,1.59,4.18,3,3,1.03,13,0
60b9529e-3293-4d1a-bcaa-72714b754a9f,37,6,92525,21,2.73,4.83,1,65,95,1.55,4.6,10,5,2.54,1,0
0c8d8016-d7c7-4086-a5dc-c40e6968675e,41,5,90132,33,1.35,2.12,0,48,31,4.9,4.97,13,5,1.85,15,0
5c2645bf-9d91-437d-bfc1-bac505020cae,41,6,56583,23,4.65,4.78,2,46,72,4.43,2.45,21,5,1.45,3,0
180f9737-3f86-41f0-b233-2399623299fe,55,12,69834,31,4.82,3.35,1,32,11,1.05,4.64,4,2,4.23,7,0
2ee70d7d-422e-49db-aa99-bd188897b45b,54,10,32316,21,3.63,4.18,0,58,94,4.52,3.84,5,5,3.6,14,0
94d3ec3a-4355-44f3-9891-b17679d1c8b6,23,0,35032,0,1.47,2.38,1,6,89,2.11,3.35,8,2,1.46,5,0
5ed93c8a-7bba-43ed-9e4a-39f814952ed0,40,5,71592,8,3.03,3.34,1,87,58,2.7,3.79,16,5,3.86,2,0
d668ca40-ba0f-4d6f-aac1-07c3a63fb27c,42,9,30000,38,3.98,2.05,0,20,14,4.9,2.25,2,5,2.28,18,1
e9ec28a6-f162-40b9-a64d-2fa04cf83c28,44,6,60720,2,4.43,2.58,0,6,9,1.93,4.46,24,5,2.71,8,0
6c632288-63cf-4d63-b99a-8aa99ec80367,49,10,58038,23,4.11,2.24,1,19,96,3.82,1.85,15,5,2.51,10,0
29d0baf3-ad01-401b-a651-0abb17caffed,32,5,53634,26,1.28,1.86,2,24,40,1.57,3.42,3,2,1.45,9,0
ca17c906-355a-439d-9054-105063617c70,55,16,44274,5,3.34,4.0,2,17,70,3.04,3.2,1,5,4.3,21,0
81a0faf0-a033-495f-8dd9-552e6a0a20f5,43,5,71326,41,2.48,4.25,0,84,95,2.45,1.06,14,1,3.06,10,0
f6589d48-a6a5-4e07-86b7-4de821c021a4,34,6,61973,28,2.96,3.25,1,46,86,1.08,2.86,18,4,2.68,14,0
87af7c52-2592-4993-8976-16eff04da141,51,9,38503,13,1.88,3.37,4,12,19,4.85,3.28,24,1,4.34,14,0
05a20bb6-de2a-4193-859b-32fb5e7a2357,59,5,104607,30,1.61,3.53,0,5,91,3.95,4.8,3,1,1.4,2,0
dfc9235c-6f8c-4685-a393-a5ce250adb17,44,2,62478,4,4.05,1.83,1,75,14,3.07,3.87,17,2,3.78,13,0
6c7e4c42-e16b-4dba-a378-299e14b928aa,54,17,30000,25,3.85,3.7,0,50,46,4.56,1.44,9,3,1.95,2,0
7fb6e86d-0158-46b2-9bec-a07364a83346,59,6,63690,9,3.47,3.53,2,27,5,2.16,4.47,17,3,4.09,16,0
0dd3d504-4ce3-4506-9025-1ee3c36241bd,36,7,48599,44,4.11,4.32,0,37,42,4.52,1.42,9,5,4.7,7,0
baf4dfb6-3b7c-4b42-81b8-9c1648bd507b,21,0,63130,4,4.22,1.99,2,30,0,2.17,4.0,18,2,4.26,19,0
0c21c7a1-4ce1-41dd-9b16-6a90288622f0,42,4,89021,37,4.07,1.89,1,79,32,3.32,3.99,18,4,1.77,10,0
b0fdd2fd-dfb6-4f2e-8574-6a8a65ea8c24,34,2,56146,25,1.11,1.46,2,27,94,1.3,4.97,21,5,1.54,3,0
57ec8748-2642-4a10-9a9d-68b2afc5c07e,55,12,51063,37,2.21,3.7,3,56,42,4.51,3.73,3,2,2.57,14,0
ffca3905-df24-4de3-8e8a-60d8e4d0a4d6,34,7,44416,35,2.25,4.48,0,93,22,3.05,2.77,22,1,2.68,21,0
7cce72d9-292f-47b9-8dd7-a2e56de33fcb,23,0,58713,27,4.83,2.16,0,22,30,2.69,2.84,13,5,2.91,9,0
273be192-3516-41b0-8475-4b3bf370fa3d,26,1,58553,15,3.19,4.52,2,23,43,4.83,2.59,8,3,1.25,1,0
e7600098-bc9d-4210-a919-3759dd4a9445,31,2,47087,38,3.95,4.67,0,7,10,3.22,2.49,16,3,3.88,0,0
a95b908f-6804-40fc-aa33-5d8736cc24b5,57,5,78338,41,1.01,4.91,4,78,51,2.94,2.83,10,3,1.82,17,1
5c997aee-c965-40bc-ad53-2881c8e022cb,47,4,61654,15,4.26,3.21,3,94,9,4.59,2.07,3,0,3.61,4,0
77e5203a-ac6b-4ff8-907a-de484b402c42,49,10,63946,25,1.02,3.5,0,10,22,3.26,4.83,10,0,1.14,3,0
c954ed12-e89c-4076-8306-f6c0c8945c3f,31,3,87980,6,1.47,1.51,1,46,14,2.02,3.21,13,5,3.11,11,0
31138fcd-c4cd-4677-b926-9d35e1a75dfa,22,0,81778,44,1.87,2.85,0,38,6,1.83,3.54,10,4,2.2,1,1
0ce5588d-2d68-4bbd-96f7-6c7cef28ccc1,32,2,40009,7,2.69,3.59,1,60,26,2.25,4.46,12,2,1.95,1,0
00deb416-4624-45f3-8096-4a3ae39f27c7,44,11,54631,12,1.11,1.87,1,30,52,3.72,4.61,22,0,4.49,10,0
1e208382-9d03-429c-9684-754057bb8418,44,13,63130,5,3.05,1.12,0,71,22,2.9,2.64,9,1,3.77,18,0
a5e9bd3d-3743-4513-9802-0d6342dc3cc5,53,7,71657,18,4.7,4.39,0,12,96,2.29,1.4,2,2,3.93,9,0
22b50ebb-ad79-495a-9dc1-d3c563d65fdc,38,7,57713,31,2.89,1.9,1,87,67,3.73,1.27,10,4,4.33,24,0
becf2f8b-aa61-4b71-8491-cd637103e84b,41,3,57707,10,4.96,2.47,2,65,14,3.42,4.51,1,0,4.04,6,0
bacda9cc-4bdb-4a05-8829-623b9e93a5bd,42,9,57895,42,4.66,3.11,1,59,82,3.5,2.49,20,1,1.66,17,0
982fe904-e5e2-47c9-a1c6-4db9cae1b36c,39,4,46919,7,4.39,1.07,5,31,5,2.46,4.02,12,2,4.19,6,0
76188a3b-34b6-4a88-bf63-f4084ad2aead,22,0,62337,6,1.62,2.02,0,16,20,2.86,1.03,3,2,4.17,18,0
a86636e1-d382-4529-ad0e-6c0a94560928,37,2,64048,15,4.93,3.58,0,89,22,2.01,1.23,7,5,4.67,19,0
e43a29ac-2b10-427f-a175-12fa12966585,24,1,74787,0,3.83,4.94,0,39,92,3.59,2.3,5,3,4.88,22,0
8c69efc1-5e04-44b4-9bce-caabb9a0beb1,30,4,60678,32,4.71,2.44,2,34,54,2.98,2.86,4,5,4.49,9,0
954c76bd-e023-4d45-8323-878522472c7a,34,2,51875,29,3.21,1.56,0,25,70,1.97,3.94,21,3,1.3,9,0
4b22cda0-7842-406e-b9ef-bd7fed3fada7,34,5,54507,11,1.53,4.45,0,12,14,3.13,1.75,17,3,1.64,18,0
fd4a73b1-8d92-47c1-b9e4-9057c2bc655b,46,13,46293,22,3.91,4.91,2,26,72,1.43,1.72,18,0,3.61,24,0
0f76dbc9-81df-4a93-991b-e3b76b339f3f,31,4,39612,2,2.54,3.88,0,96,56,1.83,4.6,18,4,4.98,14,0
c9d6b5f7-ca65-4189-8d3e-93a89e4a23d9,45,6,84015,11,2.38,1.8,2,88,59,2.31,1.66,7,3,1.33,14,0
3a56ba84-a295-4a67-ac10-d7536619d52f,51,7,83968,2,2.13,2.6,1,32,52,4.44,3.66,19,2,1.34,22,0
5130df45-b9e6-4069-8b70-8de6d7f5b731,51,3,56513,43,4.39,4.93,2,37,66,2.83,3.54,17,3,3.19,18,0
80f5a4ac-f9ac-4a67-bf83-0b1593d1ae39,51,13,70202,19,1.44,2.37,1,19,9,2.51,1.72,15,5,2.02,21,0
bd14032f-6f41-436b-9a4e-e16e5211f92f,56,20,73185,25,2.24,2.84,0,41,62,2.78,3.59,4,5,4.39,20,0
46566648-4dad-4f61-8d4d-5007684c6f54,45,12,82242,42,3.14,4.4,1,47,22,4.42,3.02,8,0,3.75,17,0
6cfe35b4-a14b-4809-af9b-29829658f146,51,4,87570,37,1.17,1.2,0,61,61,2.79,2.91,14,2,1.06,15,0
a3f7cb72-022b-4ba6-952d-3fd03f3a94a5,43,11,40347,18,1.79,4.6,1,98,7,4.01,2.75,4,1,2.63,5,0
ae2b9ac0-990e-4b15-a03e-5199409746c7,34,5,106151,19,4.05,1.21,3,25,90,2.75,1.5,22,1,2.36,2,0
9a216cf1-d1fd-4569-81d9-0acd9e6d51d5,37,2,94216,19,2.29,4.78,0,24,15,3.97,2.85,18,0,3.5,19,0
06374804-8008-40c7-968a-83a148c4064e,26,2,69981,31,2.23,1.15,2,66,94,1.99,3.04,22,4,4.99,5,0
112cc7d4-96d7-4a17-83f4-97fba0eb2855,25,0,59473,6,4.8,1.83,1,90,89,4.68,1.31,8,5,3.08,2,0
462a307e-b20c-4162-b959-24f5496fee94,39,2,56195,36,2.93,3.87,0,43,65,4.35,1.19,4,4,3.72,2,0
8f7966f2-0518-415c-b4eb-b250aefd0871,58,17,61001,42,3.76,1.41,2,85,78,3.86,3.9,16,5,2.34,14,0
8eef0fa7-d178-48ce-a5b1-c0ea2b3e9453,32,5,66689,17,4.48,4.72,0,77,67,3.53,1.9,1,4,1.92,5,0
b95c446a-17ca-4900-b16c-5991e969a5bd,55,9,70699,40,4.08,2.69,2,26,8,4.7,2.36,4,1,2.73,9,0
2325a049-b08d-4a93-937e-0aee972a2996,35,2,83820,41,1.03,5.0,1,38,0,3.84,2.98,20,3,1.5,13,0
d7508104-5d8f-4bcd-a264-dec5ae48f482,56,11,62396,43,1.03,1.3,0,35,82,3.2,2.83,15,1,2.9,22,0
49532564-fb77-4dc3-a5c9-9e03eeef138d,42,8,77355,21,3.23,2.94,2,81,87,1.76,4.23,12,0,2.78,10,0
317fe743-b9de-4e43-a00b-744f8cab15a3,33,4,63089,27,2.79,3.86,1,68,87,4.14,1.54,10,1,3.37,2,0
2b118239-f78c-417c-bed4-a5cb4cb4314c,34,5,95181,1,3.69,4.05,1,51,59,4.82,1.13,6,4,1.22,4,0
db958fae-7d9c-4146-ad15-80acf75fc47b,26,2,55615,43,2.2,1.74,2,33,7,3.11,4.37,9,3,2.13,15,0
64d2b561-0eaf-43cc-9660-648cf84f5a7f,31,5,51306,23,2.63,2.68,1,20,15,1.36,2.41,2,0,4.95,1,0
f9ffb186-8cd7-42e2-a484-15379c3ad63a,50,9,58390,26,4.52,2.03,0,9,28,3.96,3.58,10,2,1.82,9,0
bbdcbe93-3d42-4191-ac92-6b54903e61a7,23,0,40173,39,1.93,4.91,1,84,85,3.92,1.06,12,1,3.98,14,0
50a9c242-9afb-454b-b46f-6d91f3a57626,29,2,42687,36,3.34,1.89,1,66,84,4.52,2.72,9,0,3.51,11,0
eca68355-8eee-4d5d-9bcd-41d0cbd7d624,35,2,91121,36,4.54,3.11,1,57,35,3.87,2.79,4,5,3.24,0,0
72417259-635e-47ba-8426-b9eb95a547b6,27,2,67998,35,3.98,3.81,3,27,44,4.87,2.55,22,2,4.27,11,0
9c95457a-8140-49b0-b710-2f16abc7cf37,24,0,83416,39,2.59,2.81,2,21,1,4.63,2.35,8,1,1.46,19,0
82672c19-dc9e-4c79-85da-5336690689ca,52,13,60743,19,2.61,3.57,0,70,8,2.39,3.88,4,1,1.5,2,0
add88361-f5a6-4545-9108-fa6064ce588e,32,2,66479,44,2.09,3.44,4,26,51,4.6,4.09,10,2,1.77,6,0
ed62987e-a13a-4603-9d2a-c99da32e096c,45,9,59188,38,2.96,3.89,1,91,5,2.51,2.56,8,5,1.75,7,0
44e20f10-b934-421a-913a-ffbbf19a0d8d,52,16,80093,36,4.96,4.11,1,33,61,2.96,3.1,4,5,1.27,0,0
f7071e40-54e4-4544-b493-efb727e5072c,35,7,86747,18,3.33,2.54,0,49,60,2.43,2.22,9,2,4.61,1,0
6f38ff2c-c193-4be4-8745-4c3ab11fa3d6,50,17,69661,30,2.22,3.84,0,90,79,3.63,3.76,20,0,3.92,11,0
b410f341-dba1-4bdc-a9aa-a6116818e72f,47,8,81109,38,4.63,3.98,2,98,39,1.02,1.66,21,2,4.76,3,0
d594a40f-0a9a-44c5-be69-8fb20554bcda,28,1,80603,12,1.84,1.93,2,70,17,2.69,4.24,16,1,1.72,19,0
a6ee1196-e85f-49dd-9c4e-f33c40800ac9,47,5,65330,14,2.74,1.05,2,80,12,3.2,2.64,18,0,4.14,16,0
97567e3a-0cee-40b5-8b81-1660d7925b6b,35,7,63122,29,3.94,2.77,1,82,38,2.49,1.9,8,5,2.92,23,0
6d988e6c-f40b-4e11-a9ce-f82cd9e426fe,26,1,65117,11,4.13,2.52,2,13,0,4.77,2.75,5,2,2.77,0,0
ec52cfa1-bc1a-4fe9-a824-b10c6f14eeae,53,14,81840,10,3.54,1.51,1,62,90,1.47,2.49,3,0,3.93,11,0
1d67db76-aaf2-4c27-960f-84302905b8bc,41,8,54003,23,2.14,1.65,0,83,92,2.89,1.39,8,2,3.34,12,0
fc5d3875-414f-45f6-8b85-d8aef59f97da,44,10,66250,4,3.67,3.45,0,7,94,2.71,1.02,17,4,2.13,8,0
a43014c0-175c-45a8-94c3-8af7339aff19,43,2,65003,27,2.58,3.86,1,45,61,3.7,3.93,12,1,3.22,1,0
96a6a771-3f68-4b95-bdc5-c7534a0305fc,34,5,50824,13,4.84,3.38,0,65,44,4.89,2.44,9,1,4.73,2,0
5e9b8994-60d8-46b5-be74-0032fd9a8dc9,59,15,55945,21,2.88,4.39,0,28,45,1.22,3.11,14,5,1.2,14,0
3370a9d3-492f-4fd0-9c66-6f704c499f66,44,5,60912,5,2.88,3.39,2,62,8,3.66,3.05,24,5,3.33,24,0
71b1893b-0c61-44f0-8fbc-e360fce12553,51,3,49368,43,4.35,2.64,1,95,1,4.23,2.49,11,4,2.91,24,0
6d0be960-1609-4fa8-9412-bfa8f42cd033,23,0,105652,25,2.7,1.83,0,51,16,1.89,4.92,6,0,1.02,7,0
2b1f72a4-f1fa-463e-b1ab-68c0564d4df9,41,7,72156,40,4.94,2.56,2,56,64,3.54,3.13,1,0,4.13,2,0
24414e91-fe38-4602-b9e6-335888c51ea0,40,8,93484,24,4.22,3.54,0,33,98,4.99,4.24,1,2,4.23,13,0
a8fbe4d1-e230-41be-9ee2-70694d930bc5,48,14,59081,11,2.83,2.92,0,80,69,4.45,4.45,7,0,2.98,13,0
2a9bf56f-f522-40da-8747-3dc92afb20cd,57,20,104318,29,3.28,3.02,1,86,10,4.75,2.51,10,5,1.16,24,0
d976d73a-de25-4d91-85c6-6b7d272f7821,25,0,90500,12,1.72,4.16,1,99,70,3.8,2.78,13,5,3.98,23,0
6a3b4702-2b12-4284-bc37-1e403740f6fc,36,3,58685,3,2.17,3.1,2,5,80,1.5,1.66,2,5,4.41,1,0
aa49a9f1-cef8-44e5-87ee-cadec20d5f26,47,8,49103,35,4.39,1.55,0,92,91,4.17,3.4,7,1,2.04,20,0
e760c14a-4a51-47bd-8c59-9dc4c63a1bc1,43,5,69417,19,3.48,1.73,1,9,22,1.8,4.31,11,2,4.81,6,0
3785de2e-8f4d-4638-8fdd-21750148ccea,52,4,79416,1,3.2,3.73,2,25,22,2.86,1.64,23,2,2.72,23,0
5088257c-0cea-46f5-b36b-a9678fbc8822,50,16,70364,38,4.87,2.59,0,99,96,4.52,2.23,7,5,2.88,19,0
08e55d11-7ab9-4f67-8973-42be8e38e927,26,2,92789,0,2.65,2.99,0,84,6,2.15,3.05,8,2,4.37,0,0
9363c914-670f-4748-b738-9965cdae3e34,27,2,58734,0,2.43,1.48,1,64,17,3.68,4.64,23,2,4.23,8,0
a3e7797b-41b3-424d-a96e-e3f55e12c059,35,6,76288,31,3.24,3.78,1,28,67,1.11,3.11,4,1,4.24,5,0
ad8b6f15-9b6d-4a5a-9fc1-650e17e430b1,38,2,87789,32,1.13,3.51,1,54,75,1.04,2.03,22,4,3.25,7,0
c9fa5bb2-56c5-4b3c-bf82-b3553edf9b04,35,7,36908,30,1.98,1.11,2,62,3,1.37,3.75,1,3,2.14,18,0
ff1d94a1-4c64-477b-85d4-9d31d9edee30,23,0,84804,8,3.67,1.99,1,47,13,3.04,4.15,5,0,1.8,9,0
5362b21e-4f2c-408a-b0ae-67a4ec9ff3f5,27,1,53979,31,1.2,1.01,3,82,69,1.01,2.22,22,5,2.9,8,0
a2b9bcce-0b06-4926-91f9-568448ed25cc,54,10,43008,4,1.12,3.66,3,33,9,4.44,1.72,21,3,3.28,9,0
bfaf25b0-8a1b-458b-ae13-942d9277e5f2,51,7,92530,41,3.59,4.51,0,79,15,4.47,3.67,10,1,4.98,9,0
dff1e9c6-215f-40a4-98b6-bebed8806640,21,0,81580,3,2.93,3.52,2,21,99,3.32,2.82,24,0,4.36,8,0
533c5464-ffe8-4a23-9530-f551b752a896,26,1,77282,33,3.96,1.33,1,36,39,3.89,3.73,3,3,3.7,10,0
1a80c12a-2cf5-4249-b3b7-b71cb192ba21,50,16,105035,30,4.3,2.31,0,14,77,2.29,4.21,1,4,3.42,20,0
ba52c374-dedc-4e67-947b-3ee18b584ad0,23,0,85012,2,4.36,2.84,0,52,22,2.78,4.28,9,0,3.46,2,0
5e34db95-3189-4ea1-a357-44a7a5a6e060,34,7,83014,1,4.28,1.53,0,21,19,4.16,1.65,9,3,3.83,14,0
2c308c65-8a25-425f-9f5f-e0258d1e6278,25,1,56373,2,4.91,1.11,0,48,99,1.17,2.82,20,0,1.47,13,0
c390fea8-89cc-4ce4-a458-e7d5b8476994,43,12,62133,30,4.75,2.87,0,95,31,1.73,4.64,24,0,4.65,20,0
c7d27aa7-838f-4b2a-b66f-daefa65b0e5f,47,5,58676,37,1.98,3.57,1,92,42,4.02,3.21,5,2,2.07,2,0
b0f395ce-8313-4ae2-87aa-487b40e4b0bf,24,0,84386,43,2.1,1.71,0,41,36,4.65,1.93,17,5,4.81,14,0
d4010256-fdfe-41c2-9f32-c794d9b233a7,25,2,31519,17,2.88,3.65,1,10,33,2.21,2.61,6,0,4.45,15,0
21a101bf-b45c-451f-a860-4a817080d479,32,1,96268,0,4.59,3.73,1,86,42,4.44,1.2,12,5,4.35,1,0
ae457101-c323-4113-97c7-11f07d40f211,35,2,41436,22,1.95,2.6,1,96,76,2.62,4.0,8,1,2.6,8,0
62c0255f-f33a-4bc1-bd91-7a438a45b814,53,3,89493,44,4.02,1.44,2,28,20,4.2,1.57,2,2,3.55,8,0
554ad0db-a545-4a66-989b-6a65aab7b19f,46,12,58352,0,1.46,2.32,0,18,2,4.26,2.98,2,4,3.7,11,0
cec1244f-22a1-48e3-a342-9ce09f057f92,27,3,30000,17,3.89,1.71,2,22,96,4.01,4.31,11,4,1.94,19,0
e767d3ad-2e17-4a8a-83a4-a07fe252adfb,44,10,40899,18,2.08,2.9,1,13,35,3.76,2.34,16,3,1.79,20,0
73341ddf-7a58-4360-a373-d20ae78aafd5,40,10,65443,8,1.43,2.7,0,86,9,3.06,4.89,9,2,3.25,0,0
acde8f07-e758-4fb5-af0a-ebe90db75c48,45,13,52765,17,2.78,4.77,0,24,21,1.48,3.3,22,1,1.85,20,0
adf5cbb3-cf1a-4775-a0e6-4847486ff7e0,40,8,52079,19,4.53,2.16,0,83,6,1.89,1.93,13,0,1.71,1,0
6292b69d-c754-4b68-935c-5e600243ceed,37,6,77371,36,2.9,1.51,0,35,5,4.16,2.67,11,4,2.7,22,0
50595ef1-5abe-406c-9ced-512313b27d8d,47,7,62722,35,3.24,1.69,5,11,14,4.25,3.09,15,3,4.7,6,0
4b9520f2-13ec-4348-b53d-c2b2fd715217,56,12,78336,38,1.3,4.3,1,27,18,2.03,2.51,23,4,1.75,17,0
671acfbb-69e1-4025-a19e-f6a32b467181,55,12,54788,9,1.7,1.26,0,32,58,4.7,3.34,13,0,3.26,24,0
303d79d4-bdb3-4cdc-b6e8-61e1be0f7764,29,4,44995,4,1.6,2.81,0,45,41,4.43,3.77,22,0,3.95,18,0
5f791960-590a-43fd-8184-870c06ff2bd1,49,3,32914,23,4.95,4.1,2,79,80,4.63,1.02,3,4,3.22,4,0
5d7c34c7-989c-4ad9-9dda-1ef88c9d2f81,37,8,58527,18,4.04,3.94,0,52,62,2.49,2.51,13,4,4.98,0,0
269931f4-05cf-4362-b2d7-ed6e10725867,27,1,55133,41,1.36,2.67,2,76,77,3.49,2.33,7,5,4.51,16,0
0f742487-fb28-4e31-83f0-43c6f4f1f0cb,33,5,77766,41,1.69,2.18,1,19,37,4.43,3.31,10,1,1.21,14,0
9d1e7436-97a7-4f58-a151-65a8e6fa6f95,38,6,115615,24,1.25,3.82,0,25,71,2.48,1.37,9,2,2.49,11,0
461174ea-db9e-40e3-a1dc-8827baa67cb4,54,3,78229,15,3.28,1.82,2,24,91,2.12,2.59,22,5,2.77,13,0
90364abd-79de-4a44-a938-7c1522f89678,31,1,30000,10,3.33,2.96,2,57,47,1.84,4.83,8,4,3.25,4,0
b2e948b1-cb72-4dcf-88fa-17f68ce03e37,34,2,67109,33,1.65,4.88,2,35,39,4.14,3.24,14,4,3.54,5,0
7a61e43e-fae8-45c2-a3fd-22c4af606f76,36,4,59265,23,3.86,4.01,4,74,13,3.26,2.7,23,3,1.34,24,0
4dde781f-78a5-4e14-bde5-bae8b7c91adc,39,2,95169,39,4.48,4.88,1,76,3,2.08,4.28,17,2,3.43,20,1
59aff8f5-ca52-4df2-a702-8e47c479f76b,29,2,77038,2,4.08,2.96,1,55,29,4.85,2.15,15,3,2.79,15,0
70dd0e93-6397-4c26-9bb0-0ce47e49b013,49,3,67967,0,2.88,4.93,0,49,87,1.14,4.25,19,2,2.07,0,0
74675426-af78-4554-8262-c5878bbf7730,29,3,57898,27,2.2,1.14,0,5,28,3.21,4.43,9,2,1.29,11,0
c299d5be-4be8-4745-abc6-2961c30315f4,22,0,75095,30,3.45,1.53,0,62,88,3.19,4.7,15,4,2.92,14,0
c824b13f-a5c8-447d-bec4-81a311e232dd,27,2,87538,36,4.41,4.88,0,16,90,3.07,4.43,2,1,2.9,8,0
ca6e60c3-90c4-4505-b716-95da3c749186,56,6,85938,37,4.03,2.96,2,83,92,4.84,3.97,8,3,3.29,9,0
aacfd700-6b70-452c-ba7a-76d7e3390474,41,8,61469,40,2.38,3.41,0,15,77,3.56,2.9,17,1,3.47,6,0
526b3107-3abf-4b48-88c7-e4640a398353,43,3,66347,27,4.44,2.31,1,33,73,2.74,3.95,3,1,3.01,12,0
b54d280d-9632-45a0-be9a-3ae539cfe9a9,56,20,96122,11,3.46,2.3,0,49,24,2.19,3.49,19,0,4.48,20,0
86b7bd8c-085f-4894-9591-826816940f1c,51,5,81505,28,2.23,2.96,0,86,47,4.93,2.89,20,5,1.47,13,0
20332dc0-ab45-4dc6-8041-877fe107c0d5,48,11,71185,43,1.36,3.3,0,46,17,3.11,2.24,10,3,1.05,6,0
cba6b1a9-ea12-4fc5-b8b2-79c1886c4317,36,7,55690,24,2.81,1.77,3,81,37,2.5,1.85,17,0,3.58,22,0
958b7fe4-84ce-44ec-bfff-055ab825628a,45,9,55770,29,3.72,2.17,1,21,45,3.35,1.77,5,1,4.12,18,0
55943ba5-6d93-48f4-8507-579c76b85fe2,56,4,66327,25,3.84,2.04,1,41,17,3.18,1.69,21,5,3.97,16,0
64f63669-5ac8-4bc6-aab4-11bbeecc6742,29,4,75247,44,3.09,1.4,1,12,26,4.72,3.06,24,1,4.55,7,0
56307f31-0105-4a4a-9e9c-c2674ef1a316,23,0,67252,38,2.21,2.09,2,54,60,1.86,4.95,4,1,2.01,5,1
190e2ede-a85f-4387-ac1d-c848b3f05986,30,4,41352,43,3.75,3.82,3,9,83,3.82,4.5,13,4,4.45,15,0
7709b9eb-c94e-4dec-8d43-d2974a3148d9,56,6,102621,25,3.3,3.25,2,32,36,2.71,1.86,21,3,3.27,5,0
2fb3f0d5-b408-4a8d-8ae5-dfeab3823799,29,1,86149,28,1.91,1.46,1,18,61,3.53,1.93,24,3,4.05,20,0
2ada6414-271d-4c04-a9be-d0c8194b6dbf,21,0,65293,36,3.38,4.78,1,95,97,3.77,4.63,19,1,3.81,7,0
968f8a7a-1024-4e04-82e6-835c72569418,21,0,67086,16,4.73,1.14,0,74,20,4.52,3.89,14,5,4.73,11,0
b1cb0ae4-97b2-4743-a7cc-ffe4818ec0cb,29,3,62802,18,2.32,1.24,0,75,59,1.53,4.03,20,3,2.44,8,0
480798ac-9bd9-48ab-bfd3-79cf59f53590,47,7,104157,12,4.18,1.57,1,83,70,4.78,4.87,20,4,2.58,17,0
1dd28765-cefe-4242-8c9d-be664165f44b,51,5,108095,26,2.86,1.92,0,68,84,3.47,4.34,12,3,4.92,23,0
93d63773-040b-4549-8f84-1add6477a63e,23,0,65668,18,1.48,4.15,0,13,75,3.86,2.67,2,4,2.83,21,0
bdf6e98d-ec62-478f-ad6a-abddae92dcc9,39,3,50033,15,4.99,2.0,1,46,92,3.76,2.2,13,0,3.23,1,0
92e1fcbb-5afd-43cd-a8a8-3caa7582f5fd,53,9,96881,7,4.08,1.54,2,43,74,1.63,3.75,13,5,2.52,14,0
ba4005db-2be3-4cd6-b506-12d812285b6d,26,2,74471,8,1.38,2.57,1,6,16,2.92,3.37,10,2,4.82,12,0
72b497a5-bef2-40d1-bd0c-0823ee783f5c,46,11,50211,32,2.06,2.93,1,36,99,1.93,1.94,10,1,3.72,4,0
f99bacbe-7775-45e4-82c0-e15247436b07,44,12,47654,16,1.07,4.49,0,66,35,1.06,3.53,20,1,4.2,16,0
b223b12d-af35-4c97-ae6a-6d8dc79fc912,40,7,50951,14,1.53,3.24,0,6,5,1.72,2.72,20,5,3.14,15,0
7f910c93-5ecb-4c02-989c-3c141ec2fe0c,33,4,85197,29,2.54,4.7,1,21,69,2.65,4.34,4,5,2.04,20,0
e8bb8e63-ef08-4349-9ebc-ca2a9714b016,38,3,56992,2,4.93,4.65,2,54,60,4.03,2.85,22,0,2.73,2,0
00b0bb20-5e6e-49af-a8b6-e65e6449e179,49,4,98428,16,1.5,2.13,3,71,82,2.69,3.27,1,5,4.26,20,0
5b6b5eae-9f7f-4a81-88da-0ccff47c44b3,49,15,81937,13,3.63,4.88,1,57,0,4.48,1.57,24,3,4.0,10,0
c1836753-12a6-47d7-bc95-c94fe2b0c48e,36,3,56581,14,1.54,3.78,0,27,69,1.45,2.77,3,2,3.79,6,0
bca2461c-c18f-429d-b64b-9d27d4bb55ba,24,0,61290,22,3.53,4.01,2,57,86,4.48,3.02,18,5,3.64,4,0
d24120be-44e5-4713-84c9-e56d1c7eac0f,50,17,93269,19,1.17,4.89,2,92,87,2.6,1.75,8,1,4.23,8,0
8b2eddc6-dc50-4dde-99b5-46385d7de5be,31,1,40656,24,1.5,1.86,1,27,0,2.62,1.5,13,3,4.47,7,0
0a98dcb1-1617-4477-98e2-f475a277ad17,21,0,88267,0,4.21,3.58,0,9,45,2.33,3.31,23,1,2.57,4,0
e04f1364-43e3-4a3b-94fa-cd41b31a2506,48,4,86030,25,1.82,1.02,1,41,98,4.19,3.85,14,5,3.39,6,0
bb5cee78-8278-4392-90f1-8ae20ac8f5a2,28,2,80264,38,3.85,4.92,3,36,52,1.73,2.49,20,2,3.15,4,0
7fb14d26-08cf-478f-a1f3-a57cab17337f,30,1,57896,29,1.21,3.46,5,89,75,2.7,3.74,4,2,4.58,10,0
321a04a2-2752-41ec-9737-521d9aae70c7,26,0,54864,33,4.97,3.89,1,58,70,4.91,1.43,9,3,3.25,19,0
d9af74cd-88c7-4f5d-bde1-476f4751dd0e,59,14,83251,10,1.9,1.52,3,52,22,4.92,4.91,19,5,3.67,24,0
